760  6.53  30.32886414  0.12  
740  4.54  29.88042838  0.09  
720  3.15  29.43739119  0.07 
700  2.03  29           0.05  
680  1.45  28.56851414  0.04 
660  1.03  28.14320522  0.04 
640  0.87  21.6480946   0.03  
630  0.69  21.38246946  0.03 
620  0.58  21.11776503  0.03 
600  0.40  20.59126028  0.03 
580  0.27  20.06888138  0.02 
560  0.18  19.55095906  0.02 
540  0.12  19.03785702  0.02 
520  0.08  18.52997572  0.02 
460  0.03  17.04230031  0.02 
