360 3.66 14.71869559     0.07    
340 2.72 14.28425707     0.06
330 2.35 11.09098733     0.06
325 2.13 10.9573035      0.05
320 1.97 10.8240473      0.05
315 1.83 10.69123473     0.05
310 1.60 10.55888252     0.04
300 1.46 10.29563014     0.04
290 1.23 10.03444069     0.04
280 1.03 9.775479528     0.04
270 0.86 9.518928511     0.03
250 0.61 9.013878189     0.03
220 0.36 8.280096618     0.03
170 0.15 7.142128534     0.02
110 0.05 3.858756276     0.02
